Sale_ID,Sale_Date,Customer_ID,Product_ID,Product_Category,Store_ID,Region,Quantity_Sold,Unit_Price,Payment_Method,Returned,Total_Sale_Amount
T00331,45308,C0052,P0046,Grocery,S002,West,7,20.11,Cash,No,140.77
T00332,45463,C0166,P0043,Grocery,S009,North,3,19.85,UPI,No,59.55
T00333,45511,C0079,P0016,Clothing,S005,East,1,120.36,UPI,No,120.36
T00334,45449,C0030,P0004,Electronics,S002,West,8,384.37,Credit Card,No,3074.96
T00335,45337,C0106,P0037,Toys,S009,East,3,102.09,Credit Card,No,306.27
T00336,45297,C0051,P0021,Home,S009,East,8,664.07,UPI,No,5312.56
T00337,45390,C0081,P0014,Clothing,S001,East,8,59.8,Credit Card,No,478.4
T00338,45524,C0133,P0031,Toys,S003,North,5,99.75,Credit Card,No,498.75
T00339,45328,C0029,P0048,Grocery,S004,West,1,22.45,Credit Card,No,22.45
T00340,45571,C0132,P0018,Clothing,S007,South,7,128.12,Net Banking,No,896.84
T00341,45640,C0138,P0007,Electronics,S010,North,5,1086.79,Net Banking,Yes,5433.95
T00342,45593,C0184,P0010,Electronics,S004,North,8,181.29,UPI,Yes,1450.32
T00343,45472,C0145,P0007,Electronics,S002,North,9,1086.79,Credit Card,No,9781.11
T00344,45386,C0074,P0033,Toys,S007,South,7,71.3,Net Banking,No,499.1
T00345,45390,C0017,P0023,Home,S006,West,7,338.18,UPI,Yes,2367.26
T00346,45479,C0084,P0021,Home,S003,West,1,664.07,Credit Card,No,664.07
T00347,45407,C0069,P0019,Clothing,S006,West,4,166.65,Cash,No,666.6
T00348,45482,C0034,P0048,Grocery,S006,East,2,22.45,Credit Card,No,44.9
T00349,45544,C0006,P0019,Clothing,S005,East,2,166.65,Credit Card,No,333.3
T00350,45452,C0053,P0036,Toys,S004,East,2,72.96,Net Banking,Yes,145.92
T00351,45547,C0194,P0029,Home,S010,South,4,693.25,UPI,No,2773.0
T00352,45614,C0126,P0018,Clothing,S001,East,1,128.12,UPI,No,128.12
T00353,45419,C0043,P0002,Electronics,S010,South,4,176.26,Net Banking,No,705.04
T00354,45309,C0115,P0001,Electronics,S006,West,2,821.4,Credit Card,No,1642.8
T00355,45572,C0111,P0047,Grocery,S002,East,5,13.25,Cash,No,66.25
T00356,45514,C0151,P0005,Electronics,S003,East,3,923.29,Credit Card,No,2769.87
T00357,45345,C0183,P0020,Clothing,S008,North,8,26.14,Credit Card,No,209.12
T00358,45349,C0080,P0011,Clothing,S010,South,4,63.26,Cash,No,253.04
T00359,45614,C0095,P0042,Grocery,S006,West,1,10.38,Net Banking,No,10.38
T00360,45651,C0118,P0002,Electronics,S003,North,1,176.26,UPI,No,176.26
T00361,45465,C0144,P0003,Electronics,S007,North,3,438.78,Net Banking,No,1316.34
T00362,45571,C0008,P0023,Home,S004,West,9,338.18,Net Banking,No,3043.62
T00363,45405,C0132,P0012,Clothing,S009,North,7,113.44,Credit Card,No,794.08
T00364,45579,C0104,P0020,Clothing,S005,South,2,26.14,UPI,No,52.28
T00365,45633,C0132,P0005,Electronics,S003,South,9,923.29,UPI,No,8309.61
T00366,45442,C0184,P0037,Toys,S002,East,2,102.09,Net Banking,No,204.18
T00367,45418,C0025,P0038,Toys,S002,North,3,79.94,Cash,No,239.82
T00368,45446,C0195,P0030,Home,S003,East,2,522.61,Net Banking,No,1045.22
T00369,45564,C0096,P0009,Electronics,S002,North,3,593.02,Cash,No,1779.06
T00370,45395,C0195,P0034,Toys,S004,South,6,117.18,UPI,No,703.08
T00371,45590,C0155,P0044,Grocery,S002,South,9,23.05,Net Banking,Yes,207.45
T00372,45537,C0093,P0035,Toys,S010,South,9,54.75,Credit Card,No,492.75
T00373,45467,C0160,P0022,Home,S009,North,7,588.7,Net Banking,No,4120.9
T00374,45330,C0178,P0044,Grocery,S002,South,3,23.05,UPI,No,69.15
T00375,45461,C0061,P0024,Home,S009,North,4,208.84,Credit Card,No,835.36
T00376,45538,C0122,P0017,Clothing,S006,East,6,63.58,Credit Card,No,381.48
T00377,45317,C0051,P0010,Electronics,S001,North,5,181.29,Cash,No,906.45
T00378,45646,C0147,P0030,Home,S004,East,2,522.61,Credit Card,No,1045.22
T00379,45597,C0021,P0046,Grocery,S001,North,6,20.11,Credit Card,No,120.66
T00380,45304,C0005,P0023,Home,S006,East,3,338.18,Net Banking,No,1014.54
T00381,45607,C0092,P0032,Toys,S004,South,8,91.62,UPI,No,732.96
T00382,45604,C0170,P0017,Clothing,S003,East,2,63.58,Cash,Yes,127.16
T00383,45327,C0061,P0050,Grocery,S003,South,1,26.97,Net Banking,No,26.97
T00384,45464,C0022,P0017,Clothing,S009,South,9,63.58,Credit Card,Yes,572.22
T00385,45311,C0149,P0014,Clothing,S006,East,3,59.8,Credit Card,No,179.4
T00386,45612,C0070,P0009,Electronics,S009,North,1,593.02,Cash,No,593.02
T00387,45555,C0001,P0040,Toys,S005,North,7,75.62,UPI,No,529.34
T00388,45433,C0133,P0002,Electronics,S002,West,5,176.26,Cash,No,881.3
T00389,45434,C0012,P0045,Grocery,S008,North,5,12.15,Net Banking,No,60.75
T00390,45383,C0090,P0025,Home,S005,West,1,770.05,Cash,No,770.05
T00391,45645,C0046,P0039,Toys,S002,North,9,105.48,Credit Card,Yes,949.32
T00392,45613,C0034,P0009,Electronics,S004,North,7,593.02,Net Banking,No,4151.14
T00393,45579,C0177,P0022,Home,S009,South,8,588.7,Credit Card,No,4709.6
T00394,45506,C0078,P0043,Grocery,S004,West,9,19.85,UPI,No,178.65
T00395,45633,C0045,P0046,Grocery,S004,North,6,20.11,Credit Card,No,120.66
T00396,45342,C0155,P0004,Electronics,S002,West,5,384.37,Credit Card,No,1921.85
T00397,45444,C0073,P0026,Home,S006,South,6,335.62,Cash,Yes,2013.72
T00398,45477,C0026,P0029,Home,S002,South,2,693.25,Credit Card,No,1386.5
T00399,45354,C0047,P0045,Grocery,S007,West,4,12.15,Net Banking,No,48.6
T00400,45481,C0121,P0034,Toys,S003,South,3,117.18,Net Banking,No,351.54
T00401,45416,C0056,P0023,Home,S003,East,7,338.18,UPI,Yes,2367.26
T00402,45441,C0094,P0037,Toys,S005,East,9,102.09,Net Banking,No,918.81
T00403,45605,C0107,P0011,Clothing,S003,South,5,63.26,Cash,No,316.3
T00404,45349,C0063,P0006,Electronics,S002,East,6,860.53,UPI,No,5163.18
T00405,45633,C0048,P0018,Clothing,S010,North,2,128.12,Net Banking,No,256.24
T00406,45596,C0061,P0021,Home,S009,West,3,664.07,Cash,Yes,1992.21
T00407,45471,C0081,P0042,Grocery,S002,North,3,10.38,Net Banking,No,31.14
T00408,45461,C0026,P0036,Toys,S002,West,9,72.96,Net Banking,No,656.64
T00409,45617,C0036,P0041,Grocery,S008,South,7,44.64,Credit Card,No,312.48
T00410,45562,C0001,P0038,Toys,S009,North,8,79.94,Net Banking,No,639.52
T00411,45345,C0008,P0034,Toys,S007,South,9,117.18,Net Banking,Yes,1054.62
T00412,45392,C0113,P0017,Clothing,S003,South,6,63.58,Cash,No,381.48
T00413,45555,C0099,P0037,Toys,S009,West,4,102.09,Cash,No,408.36
T00414,45344,C0180,P0025,Home,S003,West,1,770.05,Credit Card,No,770.05
T00415,45351,C0047,P0038,Toys,S005,West,8,79.94,Net Banking,No,639.52
T00416,45399,C0127,P0012,Clothing,S009,North,7,113.44,Credit Card,No,794.08
T00417,45296,C0056,P0023,Home,S003,East,2,338.18,Net Banking,No,676.36
T00418,45394,C0014,P0042,Grocery,S007,West,8,10.38,UPI,No,83.04
T00419,45487,C0028,P0022,Home,S001,West,5,588.7,UPI,No,2943.5
T00420,45553,C0078,P0021,Home,S004,North,7,664.07,Credit Card,No,4648.49
T00421,45656,C0130,P0027,Home,S004,West,4,164.92,Credit Card,No,659.68
T00422,45641,C0109,P0031,Toys,S007,North,5,99.75,Credit Card,No,498.75
T00423,45338,C0154,P0006,Electronics,S008,South,8,860.53,Cash,Yes,6884.24
T00424,45646,C0014,P0027,Home,S001,West,1,164.92,Cash,No,164.92
T00425,45602,C0187,P0040,Toys,S005,West,1,75.62,Cash,No,75.62
T00426,45599,C0056,P0034,Toys,S007,South,4,117.18,Credit Card,No,468.72
T00427,45435,C0115,P0012,Clothing,S004,South,3,113.44,Net Banking,No,340.32
T00428,45560,C0007,P0045,Grocery,S004,South,2,12.15,UPI,No,24.3
T00429,45415,C0003,P0007,Electronics,S004,West,3,1086.79,Credit Card,No,3260.37
T00430,45397,C0111,P0010,Electronics,S006,East,1,181.29,Cash,No,181.29
T00431,45449,C0151,P0045,Grocery,S007,East,1,12.15,Cash,No,12.15
T00432,45438,C0107,P0017,Clothing,S002,East,6,63.58,Credit Card,No,381.48
T00433,45436,C0018,P0026,Home,S005,West,5,335.62,Credit Card,No,1678.1
T00434,45411,C0038,P0021,Home,S004,South,8,664.07,Cash,No,5312.56
T00435,45610,C0115,P0028,Home,S003,West,2,167.7,Net Banking,No,335.4
T00436,45566,C0015,P0046,Grocery,S007,South,4,20.11,Cash,No,80.44
T00437,45383,C0192,P0002,Electronics,S006,West,8,176.26,Cash,No,1410.08
T00438,45349,C0119,P0043,Grocery,S007,West,6,19.85,Credit Card,No,119.1
T00439,45637,C0028,P0001,Electronics,S005,South,1,821.4,Net Banking,No,821.4
T00440,45520,C0039,P0036,Toys,S006,East,4,72.96,Cash,No,291.84
T00441,45408,C0185,P0026,Home,S005,South,1,335.62,Cash,Yes,335.62
T00442,45609,C0017,P0029,Home,S007,North,2,693.25,UPI,No,1386.5
T00443,45570,C0086,P0021,Home,S002,North,5,664.07,Credit Card,No,3320.35
T00444,45418,C0126,P0011,Clothing,S005,South,8,63.26,UPI,No,506.08
T00445,45420,C0044,P0040,Toys,S006,West,8,75.62,UPI,Yes,604.96
T00446,45349,C0025,P0011,Clothing,S006,North,3,63.26,Cash,No,189.78
T00447,45413,C0145,P0036,Toys,S005,North,4,72.96,Credit Card,No,291.84
T00448,45292,C0013,P0049,Grocery,S010,West,6,41.06,Net Banking,Yes,246.36
T00449,45530,C0025,P0039,Toys,S007,West,3,105.48,Cash,No,316.44
T00450,45581,C0068,P0040,Toys,S010,East,2,75.62,Net Banking,No,151.24
T00451,45387,C0138,P0035,Toys,S008,West,6,54.75,Net Banking,No,328.5
T00452,45417,C0067,P0034,Toys,S007,South,5,117.18,Credit Card,No,585.9
T00453,45409,C0109,P0047,Grocery,S005,South,5,13.25,UPI,No,66.25
T00454,45339,C0146,P0024,Home,S001,East,5,208.84,Credit Card,No,1044.2
T00455,45380,C0111,P0022,Home,S005,North,5,588.7,Net Banking,No,2943.5
T00456,45528,C0111,P0005,Electronics,S010,North,3,923.29,Cash,No,2769.87
T00457,45563,C0034,P0033,Toys,S002,West,7,71.3,Net Banking,No,499.1
T00458,45480,C0111,P0036,Toys,S005,South,6,72.96,Cash,Yes,437.76
T00459,45483,C0008,P0047,Grocery,S005,North,4,13.25,Cash,No,53.0
T00460,45360,C0168,P0020,Clothing,S002,East,2,26.14,Credit Card,No,52.28
T00461,45569,C0113,P0019,Clothing,S005,East,9,166.65,Net Banking,No,1499.85
T00462,45640,C0083,P0035,Toys,S004,South,1,54.75,UPI,No,54.75
T00463,45538,C0042,P0043,Grocery,S001,East,4,19.85,Net Banking,No,79.4
T00464,45367,C0169,P0017,Clothing,S003,East,1,63.58,Net Banking,No,63.58
T00465,45445,C0101,P0045,Grocery,S001,South,6,12.15,UPI,No,72.9
T00466,45435,C0006,P0043,Grocery,S005,West,4,19.85,Credit Card,No,79.4
T00467,45377,C0180,P0034,Toys,S004,West,5,117.18,Net Banking,No,585.9
T00468,45476,C0026,P0009,Electronics,S007,East,5,593.02,Net Banking,No,2965.1
T00469,45576,C0064,P0026,Home,S005,West,9,335.62,Cash,No,3020.58
T00470,45511,C0187,P0002,Electronics,S010,West,1,176.26,Net Banking,No,176.26
T00471,45360,C0184,P0009,Electronics,S004,East,2,593.02,UPI,No,1186.04
T00472,45338,C0059,P0009,Electronics,S002,West,6,593.02,Cash,No,3558.12
T00473,45385,C0109,P0040,Toys,S004,East,5,75.62,Credit Card,No,378.1
T00474,45529,C0198,P0017,Clothing,S002,North,7,63.58,Cash,No,445.06
T00475,45495,C0121,P0001,Electronics,S008,South,3,821.4,UPI,No,2464.2
T00476,45509,C0033,P0025,Home,S003,South,3,770.05,UPI,No,2310.15
T00477,45632,C0181,P0043,Grocery,S009,West,2,19.85,Cash,No,39.7
T00478,45330,C0150,P0040,Toys,S004,West,3,75.62,Credit Card,No,226.86
T00479,45391,C0021,P0042,Grocery,S006,West,1,10.38,Cash,No,10.38
T00480,45580,C0198,P0025,Home,S010,South,5,770.05,Credit Card,No,3850.25
T00481,45545,C0070,P0039,Toys,S005,North,5,105.48,Cash,No,527.4
T00482,45513,C0112,P0035,Toys,S010,North,7,54.75,UPI,No,383.25
T00483,45648,C0004,P0003,Electronics,S001,South,4,438.78,Net Banking,No,1755.12
T00484,45314,C0094,P0050,Grocery,S009,North,3,26.97,Net Banking,No,80.91
T00485,45541,C0075,P0037,Toys,S001,South,1,102.09,Credit Card,No,102.09
T00486,45301,C0190,P0044,Grocery,S008,North,8,23.05,Credit Card,No,184.4
T00487,45537,C0062,P0044,Grocery,S009,East,3,23.05,Credit Card,No,69.15
T00488,45616,C0094,P0030,Home,S009,East,2,522.61,UPI,No,1045.22
T00489,45391,C0095,P0038,Toys,S001,South,4,79.94,Cash,No,319.76
T00490,45581,C0152,P0034,Toys,S002,North,3,117.18,UPI,No,351.54
T00491,45471,C0055,P0012,Clothing,S001,West,1,113.44,Net Banking,No,113.44
T00492,45514,C0137,P0019,Clothing,S010,North,3,166.65,Credit Card,No,499.95
T00493,45541,C0131,P0037,Toys,S002,East,2,102.09,Cash,No,204.18
T00494,45438,C0031,P0044,Grocery,S010,East,8,23.05,Net Banking,No,184.4
T00495,45387,C0040,P0049,Grocery,S008,North,6,41.06,Net Banking,No,246.36
T00496,45548,C0036,P0017,Clothing,S005,North,9,63.58,Net Banking,No,572.22
T00497,45616,C0152,P0010,Electronics,S007,West,8,181.29,UPI,No,1450.32
T00498,45295,C0006,P0049,Grocery,S002,West,3,41.06,Credit Card,No,123.18
T00499,45307,C0066,P0047,Grocery,S008,North,5,13.25,Net Banking,No,66.25
T00500,45571,C0075,P0012,Clothing,S006,North,7,113.44,Credit Card,No,794.08
